Subject	Object	IRI
UBERON:0035904	primary visual area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035904
UBERON:0035906	primary visual area, layer 5	http://purl.obolibrary.org/obo/UBERON_0035906
UBERON:0035907	primary visual area, layer 2/3	http://purl.obolibrary.org/obo/UBERON_0035907
UBERON:0035908	anterolateral visual area, layer 5	http://purl.obolibrary.org/obo/UBERON_0035908
UBERON:0035909	posteromedial visual area, layer 6a	http://purl.obolibrary.org/obo/UBERON_0035909
UBERON:0035911	postrhinal area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035911
UBERON:0035912	rostrolateral visual area	http://purl.obolibrary.org/obo/UBERON_0035912
UBERON:0035913	anteromedial visual area, layer 5	http://purl.obolibrary.org/obo/UBERON_0035913
UBERON:0035914	posteromedial visual area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035914
UBERON:0035915	lateral visual area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035915
UBERON:0035916	lateral visual area, layer 5	http://purl.obolibrary.org/obo/UBERON_0035916
UBERON:0035917	dorsal auditory area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035917
UBERON:0035918	lateral visual area, layer 6a	http://purl.obolibrary.org/obo/UBERON_0035918
UBERON:0035919	posterolateral visual area, layer 4	http://purl.obolibrary.org/obo/UBERON_0035919
UBERON:0035920	rostrolateral area, layer 5	http://purl.obolibrary.org/obo/UBERON_0035920
UBERON:0035922	intraculminate fissure of cerebellum	http://purl.obolibrary.org/obo/UBERON_0035922
UBERON:0035924	radiation of corpus callosum	http://purl.obolibrary.org/obo/UBERON_0035924
UBERON:0035925	central sulcus of insula	http://purl.obolibrary.org/obo/UBERON_0035925
UBERON:0035926	preculminate fissure of cerebellum	http://purl.obolibrary.org/obo/UBERON_0035926
UBERON:0035927	sulcus of parietal lobe	http://purl.obolibrary.org/obo/UBERON_0035927
UBERON:0035928	dorsolateral part of supraoptic nucleus	http://purl.obolibrary.org/obo/UBERON_0035928
UBERON:0035930	retro-olivary nucleus	http://purl.obolibrary.org/obo/UBERON_0035930
UBERON:0035931	sagittal stratum	http://purl.obolibrary.org/obo/UBERON_0035931
UBERON:0035932	anterior segment of paracentral lobule	http://purl.obolibrary.org/obo/UBERON_0035932
UBERON:0035933	paracentral lobule	http://purl.obolibrary.org/obo/UBERON_0035933
UBERON:0035934	posterior segment of paracentral lobule	http://purl.obolibrary.org/obo/UBERON_0035934
UBERON:0035935	Meyer's loop of optic radiation	http://purl.obolibrary.org/obo/UBERON_0035935
UBERON:0035937	arcuate fasciculus	http://purl.obolibrary.org/obo/UBERON_0035937
UBERON:0035938	amiculum of inferior olive	http://purl.obolibrary.org/obo/UBERON_0035938
UBERON:0035939	amiculum	http://purl.obolibrary.org/obo/UBERON_0035939
UBERON:0035940	central medullary reticular nuclear complex	http://purl.obolibrary.org/obo/UBERON_0035940
UBERON:0035941	Kimura membrane	http://purl.obolibrary.org/obo/UBERON_0035941
UBERON:0035942	space between upper and lower jaws	http://purl.obolibrary.org/obo/UBERON_0035942
UBERON:0035943	life cycle temporal boundary	http://purl.obolibrary.org/obo/UBERON_0035943
UBERON:0035944	life-death temporal boundary	http://purl.obolibrary.org/obo/UBERON_0035944
UBERON:0035945	start of life cycle	http://purl.obolibrary.org/obo/UBERON_0035945
UBERON:0035946	start of neonate stage	http://purl.obolibrary.org/obo/UBERON_0035946
UBERON:0035956	epididymal lumen	http://purl.obolibrary.org/obo/UBERON_0035956
UBERON:0035957	antotic pillar	http://purl.obolibrary.org/obo/UBERON_0035957
UBERON:0035958	preoptic pillar	http://purl.obolibrary.org/obo/UBERON_0035958
UBERON:0035959	orbital pillar	http://purl.obolibrary.org/obo/UBERON_0035959
UBERON:0035960	velum feeding organ	http://purl.obolibrary.org/obo/UBERON_0035960
UBERON:0035962	supravaginal part of cervix	http://purl.obolibrary.org/obo/UBERON_0035962
UBERON:0035963	epithelial lining fluid	http://purl.obolibrary.org/obo/UBERON_0035963
UBERON:0035964	promontory of tympanic cavity	http://purl.obolibrary.org/obo/UBERON_0035964
UBERON:0035965	wall of blood vessel	http://purl.obolibrary.org/obo/UBERON_0035965
UBERON:0035966	scleral lamina cribrosa	http://purl.obolibrary.org/obo/UBERON_0035966
UBERON:0035967	alveolar mucosa	http://purl.obolibrary.org/obo/UBERON_0035967
UBERON:0035968	bulboid corpuscle	http://purl.obolibrary.org/obo/UBERON_0035968
UBERON:0035969	encapsulated tactile receptor	http://purl.obolibrary.org/obo/UBERON_0035969
UBERON:0035970	calcar avis of the lateral ventricle	http://purl.obolibrary.org/obo/UBERON_0035970
UBERON:0035971	postsubiculum	http://purl.obolibrary.org/obo/UBERON_0035971
UBERON:0035972	interanterodorsal nucleus of the thalamus	http://purl.obolibrary.org/obo/UBERON_0035972
UBERON:0035973	nucleus incertus	http://purl.obolibrary.org/obo/UBERON_0035973
UBERON:0035974	anteroventral preoptic nucleus	http://purl.obolibrary.org/obo/UBERON_0035974
UBERON:0035975	intergeniculate leaflet of the lateral geniculate complex	http://purl.obolibrary.org/obo/UBERON_0035975
UBERON:0035976	accessory abducens nucleus	http://purl.obolibrary.org/obo/UBERON_0035976
UBERON:0035977	bed nucleus of the accessory olfactory tract	http://purl.obolibrary.org/obo/UBERON_0035977
UBERON:0035999	dopaminergic cell groups	http://purl.obolibrary.org/obo/UBERON_0035999
UBERON:0036000	A8 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036000
UBERON:0036001	A14 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036001
UBERON:0036002	A15 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036002
UBERON:0036003	A9 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036003
UBERON:0036004	A17 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036004
UBERON:0036005	A10 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036005
UBERON:0036006	A11 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036006
UBERON:0036007	A13 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036007
UBERON:0036008	A16 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036008
UBERON:0036009	A12 dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036009
UBERON:0036010	Aaq dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036010
UBERON:0036011	telencephalic dopaminergic cell group	http://purl.obolibrary.org/obo/UBERON_0036011
UBERON:0036012	nucleus of the brachium of the inferior colliculus	http://purl.obolibrary.org/obo/UBERON_0036012
UBERON:0036013	intergluteal cleft	http://purl.obolibrary.org/obo/UBERON_0036013
UBERON:0036014	gluteal sulcus	http://purl.obolibrary.org/obo/UBERON_0036014
UBERON:0036015	castoreum	http://purl.obolibrary.org/obo/UBERON_0036015
UBERON:0036016	honey	http://purl.obolibrary.org/obo/UBERON_0036016
UBERON:0036017	regurgitated substance	http://purl.obolibrary.org/obo/UBERON_0036017
UBERON:0036018	regurgitated pellet	http://purl.obolibrary.org/obo/UBERON_0036018
UBERON:0036019	castor sac	http://purl.obolibrary.org/obo/UBERON_0036019
UBERON:0036043	paravermic lobule X	http://purl.obolibrary.org/obo/UBERON_0036043
UBERON:0036044	cerebellum vermis lobule VIIAf	http://purl.obolibrary.org/obo/UBERON_0036044
UBERON:0036063	quadrangular lobule	http://purl.obolibrary.org/obo/UBERON_0036063
UBERON:0036065	cerebellum vermis lobule VIIAt	http://purl.obolibrary.org/obo/UBERON_0036065
UBERON:0036066	inferior endocardial cushion	http://purl.obolibrary.org/obo/UBERON_0036066
UBERON:0036067	superior endocardial cushion	http://purl.obolibrary.org/obo/UBERON_0036067
UBERON:0036068	subglottis	http://purl.obolibrary.org/obo/UBERON_0036068
UBERON:0036069	tracheoesophageal fold	http://purl.obolibrary.org/obo/UBERON_0036069
UBERON:0036070	tracheoesophageal septum	http://purl.obolibrary.org/obo/UBERON_0036070
UBERON:0036071	diaphragmaticus muscle	http://purl.obolibrary.org/obo/UBERON_0036071
UBERON:0036072	respiratory primordium epithelium	http://purl.obolibrary.org/obo/UBERON_0036072
UBERON:0036073	respiratory primordium mesenchyme	http://purl.obolibrary.org/obo/UBERON_0036073
UBERON:0036074	vein of vestibular aqueduct	http://purl.obolibrary.org/obo/UBERON_0036074
UBERON:0036143	meningeal branch of mandibular nerve	http://purl.obolibrary.org/obo/UBERON_0036143
UBERON:0036144	incisive duct	http://purl.obolibrary.org/obo/UBERON_0036144
UBERON:0036145	glymphatic system	http://purl.obolibrary.org/obo/UBERON_0036145
UBERON:0036146	cardiopharyngeal field	http://purl.obolibrary.org/obo/UBERON_0036146
UBERON:0036147	oral siphon muscle	http://purl.obolibrary.org/obo/UBERON_0036147
UBERON:0036148	orovelar muscle	http://purl.obolibrary.org/obo/UBERON_0036148
UBERON:0036149	suprapubic skin	http://purl.obolibrary.org/obo/UBERON_0036149
UBERON:0036150	skin appendage follicle	http://purl.obolibrary.org/obo/UBERON_0036150
UBERON:0036151	diffuse placenta	http://purl.obolibrary.org/obo/UBERON_0036151
UBERON:0036152	cotyledonary placenta	http://purl.obolibrary.org/obo/UBERON_0036152
UBERON:0036153	zonary placenta	http://purl.obolibrary.org/obo/UBERON_0036153
UBERON:0036154	discoid placenta	http://purl.obolibrary.org/obo/UBERON_0036154
UBERON:0036161	epitheliochorial placenta	http://purl.obolibrary.org/obo/UBERON_0036161
UBERON:0036162	endotheliochorial placenta	http://purl.obolibrary.org/obo/UBERON_0036162
UBERON:0036163	hemochorial placenta	http://purl.obolibrary.org/obo/UBERON_0036163
UBERON:0036164	ambient gyrus	http://purl.obolibrary.org/obo/UBERON_0036164
UBERON:0036167	Sattler's layer	http://purl.obolibrary.org/obo/UBERON_0036167
UBERON:0036168	Haller's layer	http://purl.obolibrary.org/obo/UBERON_0036168
UBERON:0036172	palmaris brevis	http://purl.obolibrary.org/obo/UBERON_0036172
UBERON:0036173	abductor digiti minimi of hand	http://purl.obolibrary.org/obo/UBERON_0036173
UBERON:0036174	flexor digiti minimi brevis of hand	http://purl.obolibrary.org/obo/UBERON_0036174
UBERON:0036176	opponens digiti minimi of hand	http://purl.obolibrary.org/obo/UBERON_0036176
UBERON:0036177	nucleus recessus	http://purl.obolibrary.org/obo/UBERON_0036177
UBERON:0036185	Sertoli cell barrier	http://purl.obolibrary.org/obo/UBERON_0036185
UBERON:0036186	fibroelastic connective tissue	http://purl.obolibrary.org/obo/UBERON_0036186
UBERON:0036212	intertragic incisure	http://purl.obolibrary.org/obo/UBERON_0036212
UBERON:0036214	rectosigmoid junction	http://purl.obolibrary.org/obo/UBERON_0036214
UBERON:0036215	anatomical surface region	http://purl.obolibrary.org/obo/UBERON_0036215
UBERON:0036216	tympanic nerve	http://purl.obolibrary.org/obo/UBERON_0036216
UBERON:0036217	coelomic fluid	http://purl.obolibrary.org/obo/UBERON_0036217
UBERON:0036218	secondary prosencephalon	http://purl.obolibrary.org/obo/UBERON_0036218
UBERON:0036219	ungulate coronary band	http://purl.obolibrary.org/obo/UBERON_0036219
UBERON:0036224	corticobulbar and corticospinal tracts	http://purl.obolibrary.org/obo/UBERON_0036224
UBERON:0036225	respiratory system gland	http://purl.obolibrary.org/obo/UBERON_0036225
UBERON:0036242	post-embryonic notochord	http://purl.obolibrary.org/obo/UBERON_0036242
UBERON:0036243	vaginal fluid	http://purl.obolibrary.org/obo/UBERON_0036243
UBERON:0036244	secretion of serous membrane	http://purl.obolibrary.org/obo/UBERON_0036244
UBERON:0036245	parenchyma of mammary gland	http://purl.obolibrary.org/obo/UBERON_0036245
UBERON:0036246	incudostapedial joint	http://purl.obolibrary.org/obo/UBERON_0036246
UBERON:0036247	incudomallear joint	http://purl.obolibrary.org/obo/UBERON_0036247
UBERON:0036248	joint of auditory ossicle	http://purl.obolibrary.org/obo/UBERON_0036248
UBERON:0036249	zona pectinata of basilar membrane of cochlea	http://purl.obolibrary.org/obo/UBERON_0036249
UBERON:0036250	zone of basilar membrane of cochlea	http://purl.obolibrary.org/obo/UBERON_0036250
UBERON:0036252	interdigital space	http://purl.obolibrary.org/obo/UBERON_0036252
UBERON:0036253	orifice of skull	http://purl.obolibrary.org/obo/UBERON_0036253
UBERON:0036254	piriform aperture	http://purl.obolibrary.org/obo/UBERON_0036254
UBERON:0036255	interoceptive system	http://purl.obolibrary.org/obo/UBERON_0036255
UBERON:0036256	iliac lymph sac	http://purl.obolibrary.org/obo/UBERON_0036256
UBERON:0036259	cardial lymph propulsor	http://purl.obolibrary.org/obo/UBERON_0036259
UBERON:0036260	embryonic cisterna chyli	http://purl.obolibrary.org/obo/UBERON_0036260
UBERON:0036261	accessory lymph sac	http://purl.obolibrary.org/obo/UBERON_0036261
UBERON:0036262	uterine ligament	http://purl.obolibrary.org/obo/UBERON_0036262
UBERON:0036263	supraglottic part of larynx	http://purl.obolibrary.org/obo/UBERON_0036263
UBERON:0036264	zygomaticotemporal nerve	http://purl.obolibrary.org/obo/UBERON_0036264
UBERON:0036265	conjunctival papilla	http://purl.obolibrary.org/obo/UBERON_0036265
UBERON:0036266	pars interarticularis of vertebra	http://purl.obolibrary.org/obo/UBERON_0036266
UBERON:0036267	vulval vein	http://purl.obolibrary.org/obo/UBERON_0036267
UBERON:0036268	pelvic vein	http://purl.obolibrary.org/obo/UBERON_0036268
UBERON:0036269	penis blood vessel	http://purl.obolibrary.org/obo/UBERON_0036269
UBERON:0036270	epihyoideum	http://purl.obolibrary.org/obo/UBERON_0036270
UBERON:0036271	omphalopleure	http://purl.obolibrary.org/obo/UBERON_0036271
UBERON:0036272	bilaminar omphalopleure	http://purl.obolibrary.org/obo/UBERON_0036272
UBERON:0036273	trilaminar omphalopleure	http://purl.obolibrary.org/obo/UBERON_0036273
UBERON:0036274	tonsillar pillar	http://purl.obolibrary.org/obo/UBERON_0036274
UBERON:0036285	wall of left ventricle	http://purl.obolibrary.org/obo/UBERON_0036285
UBERON:0036286	wall of right ventricle	http://purl.obolibrary.org/obo/UBERON_0036286
UBERON:0036288	anterior wall of left ventricle	http://purl.obolibrary.org/obo/UBERON_0036288
UBERON:0036289	anterior wall of right ventricle	http://purl.obolibrary.org/obo/UBERON_0036289
UBERON:0036290	myocardium of anterior wall of left ventricle	http://purl.obolibrary.org/obo/UBERON_0036290
UBERON:0036291	myocardium of anterior wall of right ventricle	http://purl.obolibrary.org/obo/UBERON_0036291
UBERON:0036292	adnexa of uterus	http://purl.obolibrary.org/obo/UBERON_0036292
UBERON:0036293	oral frenulum	http://purl.obolibrary.org/obo/UBERON_0036293
UBERON:0036294	mucosa of lip	http://purl.obolibrary.org/obo/UBERON_0036294
UBERON:0036295	renal pelvis/ureter	http://purl.obolibrary.org/obo/UBERON_0036295
UBERON:0036300	tributary of central retinal vein	http://purl.obolibrary.org/obo/UBERON_0036300
UBERON:0036301	vasculature of spleen	http://purl.obolibrary.org/obo/UBERON_0036301
UBERON:0036302	vasculature of central nervous system plus retina	http://purl.obolibrary.org/obo/UBERON_0036302
UBERON:0036303	vasculature of central nervous system	http://purl.obolibrary.org/obo/UBERON_0036303
UBERON:0036304	anatomical border	http://purl.obolibrary.org/obo/UBERON_0036304
UBERON:0036328	wall of coronary artery	http://purl.obolibrary.org/obo/UBERON_0036328
UBERON:0036337	wall of appendix	http://purl.obolibrary.org/obo/UBERON_0036337
UBERON:0036343	wall of gallbladder	http://purl.obolibrary.org/obo/UBERON_0036343
UBERON:0036351	wall of brachiocephalic artery	http://purl.obolibrary.org/obo/UBERON_0036351
UBERON:0036352	wall of subclavian artery	http://purl.obolibrary.org/obo/UBERON_0036352
UBERON:0036362	wall of anal canal	http://purl.obolibrary.org/obo/UBERON_0036362
UBERON:0036375	wall of right ureter	http://purl.obolibrary.org/obo/UBERON_0036375
UBERON:0036376	wall of left ureter	http://purl.obolibrary.org/obo/UBERON_0036376
UBERON:0036422	wall of pulmonary artery	http://purl.obolibrary.org/obo/UBERON_0036422
UBERON:0036441	wall of fallopian tube	http://purl.obolibrary.org/obo/UBERON_0036441
UBERON:0036521	wall of urethra	http://purl.obolibrary.org/obo/UBERON_0036521
UBERON:0036523	wall of vagina	http://purl.obolibrary.org/obo/UBERON_0036523
UBERON:0036553	wall of synovial tendon sheath	http://purl.obolibrary.org/obo/UBERON_0036553
UBERON:0036654	wall of lateral ventricle	http://purl.obolibrary.org/obo/UBERON_0036654
UBERON:0036655	wall of cerebral aqueduct	http://purl.obolibrary.org/obo/UBERON_0036655
UBERON:0036656	wall of third ventricle	http://purl.obolibrary.org/obo/UBERON_0036656
UBERON:0036657	wall of fourth ventricle	http://purl.obolibrary.org/obo/UBERON_0036657
UBERON:0036658	wall of central canal of spinal cord	http://purl.obolibrary.org/obo/UBERON_0036658
UBERON:0036661	wall of ventricular system of brain	http://purl.obolibrary.org/obo/UBERON_0036661
UBERON:0036925	wall of eyeball	http://purl.obolibrary.org/obo/UBERON_0036925
UBERON:0036990	wall of pharyngotympanic tube	http://purl.obolibrary.org/obo/UBERON_0036990
UBERON:0037089	wall of orbit	http://purl.obolibrary.org/obo/UBERON_0037089
UBERON:0037094	wall of common carotid artery	http://purl.obolibrary.org/obo/UBERON_0037094
UBERON:0037144	wall of heart	http://purl.obolibrary.org/obo/UBERON_0037144
UBERON:0037191	wall of membranous labyrinth	http://purl.obolibrary.org/obo/UBERON_0037191
UBERON:0037237	wall of lacrimal duct	http://purl.obolibrary.org/obo/UBERON_0037237
UBERON:0037447	wall of male urethra	http://purl.obolibrary.org/obo/UBERON_0037447
UBERON:0037455	wall of female urethra	http://purl.obolibrary.org/obo/UBERON_0037455
UBERON:0037458	hair of neck	http://purl.obolibrary.org/obo/UBERON_0037458
UBERON:0037459	hair of limb	http://purl.obolibrary.org/obo/UBERON_0037459
UBERON:0037461	primary hair	http://purl.obolibrary.org/obo/UBERON_0037461
UBERON:0037462	vellus hair	http://purl.obolibrary.org/obo/UBERON_0037462
UBERON:0037463	terminal hair	http://purl.obolibrary.org/obo/UBERON_0037463
UBERON:0037464	androgenic hair	http://purl.obolibrary.org/obo/UBERON_0037464
UBERON:0037465	catagen hair	http://purl.obolibrary.org/obo/UBERON_0037465
UBERON:0037466	telogen hair	http://purl.obolibrary.org/obo/UBERON_0037466
UBERON:0037467	anagen hair	http://purl.obolibrary.org/obo/UBERON_0037467
UBERON:0037468	waist	http://purl.obolibrary.org/obo/UBERON_0037468
UBERON:0037480	supramammary lymph node	http://purl.obolibrary.org/obo/UBERON_0037480
UBERON:0037494	paracardial gastric lymph node	http://purl.obolibrary.org/obo/UBERON_0037494
UBERON:0037500	subscapular axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037500
UBERON:0037501	pectoral axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037501
UBERON:0037502	central axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037502
UBERON:0037503	apical axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037503
UBERON:0037514	intermediate mesenteric lymph node	http://purl.obolibrary.org/obo/UBERON_0037514
UBERON:0037515	juxta-arterial mesenteric lymph node	http://purl.obolibrary.org/obo/UBERON_0037515
UBERON:0037518	epicolic lymph node	http://purl.obolibrary.org/obo/UBERON_0037518
UBERON:0037521	preterminal colic lymph node	http://purl.obolibrary.org/obo/UBERON_0037521
UBERON:0037522	ileal lymph node	http://purl.obolibrary.org/obo/UBERON_0037522
UBERON:0037527	superior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0037527
UBERON:0037528	inferior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0037528
UBERON:0037530	inferior pancreatic lymph node	http://purl.obolibrary.org/obo/UBERON_0037530
UBERON:0037531	intestinal lymph node	http://purl.obolibrary.org/obo/UBERON_0037531
UBERON:0037532	medial common iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037532
UBERON:0037533	intermediate common iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037533
UBERON:0037534	lateral common iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037534
UBERON:0037535	subaortic common iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037535
UBERON:0037536	promontory lymph node	http://purl.obolibrary.org/obo/UBERON_0037536
UBERON:0037538	medial external iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037538
UBERON:0037539	intermediate external iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037539
UBERON:0037540	lateral external iliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037540
UBERON:0037541	interiliac lymph node	http://purl.obolibrary.org/obo/UBERON_0037541
UBERON:0037548	superior gluteal lymph node	http://purl.obolibrary.org/obo/UBERON_0037548
UBERON:0037549	inferior gluteal lymph node	http://purl.obolibrary.org/obo/UBERON_0037549
UBERON:0037559	anorectal lymph node	http://purl.obolibrary.org/obo/UBERON_0037559
UBERON:0037560	superficial axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037560
UBERON:0037566	diaphragmatic lymph node	http://purl.obolibrary.org/obo/UBERON_0037566
UBERON:0037580	left gastric lymph node	http://purl.obolibrary.org/obo/UBERON_0037580
UBERON:0037590	lateral axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037590
UBERON:0037601	left parietal lumbar lymph node	http://purl.obolibrary.org/obo/UBERON_0037601
UBERON:0037614	appendicular lymph node	http://purl.obolibrary.org/obo/UBERON_0037614
UBERON:0037615	pararectal lymph node	http://purl.obolibrary.org/obo/UBERON_0037615
UBERON:0037722	right retropharyngeal lymph node	http://purl.obolibrary.org/obo/UBERON_0037722
UBERON:0037723	left retropharyngeal lymph node	http://purl.obolibrary.org/obo/UBERON_0037723
UBERON:0037763	lateral superior deep cervical lymph node	http://purl.obolibrary.org/obo/UBERON_0037763
UBERON:0037764	anterior superior deep cervical lymph node	http://purl.obolibrary.org/obo/UBERON_0037764
UBERON:0037765	lateral inferior deep cervical lymph node	http://purl.obolibrary.org/obo/UBERON_0037765
UBERON:0037766	anterior inferior deep cervical lymph node	http://purl.obolibrary.org/obo/UBERON_0037766
UBERON:0037787	right occipital lymph node	http://purl.obolibrary.org/obo/UBERON_0037787
UBERON:0037788	left occipital lymph node	http://purl.obolibrary.org/obo/UBERON_0037788
UBERON:0037789	right apical axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037789
UBERON:0037790	left apical axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037790
UBERON:0037793	right subscapular axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037793
UBERON:0037794	left subscapular axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037794
UBERON:0037795	right pectoral axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037795
UBERON:0037796	left pectoral axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037796
UBERON:0037797	right central axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037797
UBERON:0037798	left central axillary lymph node	http://purl.obolibrary.org/obo/UBERON_0037798
UBERON:0037865	jugular lymph node	http://purl.obolibrary.org/obo/UBERON_0037865
UBERON:0037995	supramandibular lymph node	http://purl.obolibrary.org/obo/UBERON_0037995
UBERON:0037998	external jugular lymph node	http://purl.obolibrary.org/obo/UBERON_0037998
UBERON:0038001	sternal lymph node	http://purl.obolibrary.org/obo/UBERON_0038001
UBERON:0038002	upper intercostal lymph node	http://purl.obolibrary.org/obo/UBERON_0038002
UBERON:0038003	lower intercostal lymph node	http://purl.obolibrary.org/obo/UBERON_0038003
UBERON:0038037	subclavian lymph node	http://purl.obolibrary.org/obo/UBERON_0038037
UBERON:0038048	antebrachial lymph node	http://purl.obolibrary.org/obo/UBERON_0038048
UBERON:0038053	cardiophrenic angle lymph node	http://purl.obolibrary.org/obo/UBERON_0038053
UBERON:0038054	retrocrural lymph node	http://purl.obolibrary.org/obo/UBERON_0038054
UBERON:0038093	jejunal lymph node	http://purl.obolibrary.org/obo/UBERON_0038093
UBERON:0038094	inferior rectal lymph node	http://purl.obolibrary.org/obo/UBERON_0038094
UBERON:0038124	medial diaphragmatic lymph node	http://purl.obolibrary.org/obo/UBERON_0038124
UBERON:0038137	parietal pre-aortic lymph node	http://purl.obolibrary.org/obo/UBERON_0038137
UBERON:0038139	retro-aortic lymph node	http://purl.obolibrary.org/obo/UBERON_0038139
UBERON:0038587	paracardiac lymph node	http://purl.obolibrary.org/obo/UBERON_0038587
UBERON:0038632	pericardial lymph node	http://purl.obolibrary.org/obo/UBERON_0038632
UBERON:0038633	aortopulmonary lymph node	http://purl.obolibrary.org/obo/UBERON_0038633
UBERON:0038634	para-aortic thoracic lymph node	http://purl.obolibrary.org/obo/UBERON_0038634
UBERON:0038635	interlobar lymph node	http://purl.obolibrary.org/obo/UBERON_0038635
UBERON:0038638	lobar lymph node	http://purl.obolibrary.org/obo/UBERON_0038638
UBERON:0038641	segmental lymph node	http://purl.obolibrary.org/obo/UBERON_0038641
UBERON:0038647	lymph node of inferior pulmonary ligament	http://purl.obolibrary.org/obo/UBERON_0038647
UBERON:0038651	superior mediastinal lymph node	http://purl.obolibrary.org/obo/UBERON_0038651
UBERON:0038684	superior left gastric lymph node	http://purl.obolibrary.org/obo/UBERON_0038684
UBERON:0038685	inferior left gastric lymph node	http://purl.obolibrary.org/obo/UBERON_0038685
UBERON:0038687	visceral lymph node of abdomen	http://purl.obolibrary.org/obo/UBERON_0038687
UBERON:0038691	common hepatic lymph node	http://purl.obolibrary.org/obo/UBERON_0038691
UBERON:0038694	hepatoportal lymph node	http://purl.obolibrary.org/obo/UBERON_0038694
UBERON:0038695	proximal superior pancreatic lymph node	http://purl.obolibrary.org/obo/UBERON_0038695
UBERON:0038696	distal superior pancreatic lymph node	http://purl.obolibrary.org/obo/UBERON_0038696
UBERON:0038697	anterior superior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038697
UBERON:0038698	posterior superior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038698
UBERON:0038699	anterior inferior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038699
UBERON:0038700	posterior inferior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038700
UBERON:0038707	anterior pancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038707
UBERON:0038727	juxta-intestinal mesenteric lymph node	http://purl.obolibrary.org/obo/UBERON_0038727
UBERON:0038734	visceral pre-aortic lymph node	http://purl.obolibrary.org/obo/UBERON_0038734
UBERON:0038735	juxta-arterial jejunal lymph node	http://purl.obolibrary.org/obo/UBERON_0038735
UBERON:0038736	juxta-arterial ileal lymph node	http://purl.obolibrary.org/obo/UBERON_0038736
UBERON:0038737	intermediate jejunal lymph node	http://purl.obolibrary.org/obo/UBERON_0038737
UBERON:0038738	intermediate ileal lymph node	http://purl.obolibrary.org/obo/UBERON_0038738
UBERON:0038746	gastro-epiploic lymph node	http://purl.obolibrary.org/obo/UBERON_0038746
UBERON:0038784	pararectal lymph node of pelvis	http://purl.obolibrary.org/obo/UBERON_0038784
UBERON:0038787	superior ileocolic lymph node	http://purl.obolibrary.org/obo/UBERON_0038787
UBERON:0038796	lymph node along bile duct	http://purl.obolibrary.org/obo/UBERON_0038796
UBERON:0038818	posterior ancreaticoduodenal lymph node	http://purl.obolibrary.org/obo/UBERON_0038818
UBERON:0038849	craniocervical lymph node	http://purl.obolibrary.org/obo/UBERON_0038849
UBERON:0038853	superficial popliteal lymph node	http://purl.obolibrary.org/obo/UBERON_0038853
UBERON:0038854	deep popliteal lymph node	http://purl.obolibrary.org/obo/UBERON_0038854
UBERON:0038855	superior medial inguinal lymph node	http://purl.obolibrary.org/obo/UBERON_0038855
UBERON:0038856	superior lateral inguinal lymph node	http://purl.obolibrary.org/obo/UBERON_0038856
